timestamp,report_month,report_year,jurisdiction,offender_profiles,arrestee,forensic_profiles,ndis_labs,investigations_aided,parser_used,source_file,capture_date,capture_year
20060323003545,,,Utah,14015,0,223,1,36,pre2007,20060323003545_ut.html,2006-03-23 00:35:45,2006
20060323003610,,,Oregon,71365,0,2945,1,973,pre2007,20060323003610_or.html,2006-03-23 00:36:10,2006
20060323003621,,,Washington,82101,0,993,4,310,pre2007,20060323003621_wa.html,2006-03-23 00:36:21,2006
20060323003636,,,Nevada,14542,0,1124,2,225,pre2007,20060323003636_nv.html,2006-03-23 00:36:36,2006
20060323003703,,,Idaho,3092,0,87,1,4,pre2007,20060323003703_id.html,2006-03-23 00:37:03,2006
20060323003713,,,New Mexico,30074,0,1031,3,507,pre2007,20060323003713_nm.html,2006-03-23 00:37:13,2006
20060323003728,,,Florida,283976,0,10155,10,3903,pre2007,20060323003728_fl.html,2006-03-23 00:37:28,2006
20060323003751,,,Kentucky,9098,0,1423,1,199,pre2007,20060323003751_ky.html,2006-03-23 00:37:51,2006
20060323003816,,,Virginia,237141,0,5468,4,3153,pre2007,20060323003816_va.html,2006-03-23 00:38:16,2006
20060323003823,,,Michigan,158194,0,4400,4,1172,pre2007,20060323003823_mi.html,2006-03-23 00:38:23,2006
20060323003838,,,Maine,6468,0,1003,1,60,pre2007,20060323003838_me.html,2006-03-23 00:38:38,2006
20060323003849,,,Mississippi,3676,0,10,1,5,pre2007,20060323003849_ms.html,2006-03-23 00:38:49,2006
20060323003902,,,Alabama,109056,0,1649,4,1038,pre2007,20060323003902_al.html,2006-03-23 00:39:02,2006
20060323003916,,,Illinois,177303,0,9989,9,3578,pre2007,20060323003916_il.html,2006-03-23 00:39:16,2006
20060323003926,,,Vermont,2600,0,96,1,0,pre2007,20060323003926_vt.html,2006-03-23 00:39:26,2006
20060323003937,,,Pennsylvania,54143,0,3226,4,751,pre2007,20060323003937_pa.html,2006-03-23 00:39:37,2006
20060323003950,,,Hawaii,1962,0,45,1,2,pre2007,20060323003950_hi.html,2006-03-23 00:39:50,2006
20060323003958,,,Nebraska,1412,0,256,1,14,pre2007,20060323003958_ne.html,2006-03-23 00:39:58,2006
20060323004006,,,Wyoming,821,0,4,1,5,pre2007,20060323004006_wy.html,2006-03-23 00:40:06,2006
20060323004012,,,Ohio,79019,0,8131,10,1668,pre2007,20060323004012_oh.html,2006-03-23 00:40:12,2006
20060323004043,,,Oklahoma,32998,0,581,3,97,pre2007,20060323004043_ok.html,2006-03-23 00:40:43,2006
20060323004109,,,New Hampshire,961,0,194,1,14,pre2007,20060323004109_nh.html,2006-03-23 00:41:09,2006
20060323004120,,,Arkansas,31406,0,816,1,90,pre2007,20060323004120_ar.html,2006-03-23 00:41:20,2006
20060323004148,,,Wisconsin,86992,0,2758,2,748,pre2007,20060323004148_wi.html,2006-03-23 00:41:48,2006
20060323004159,,,Georgia,107155,0,3776,2,660,pre2007,20060323004159_ga.html,2006-03-23 00:41:59,2006
20060323004206,,,South Dakota,5315,0,79,1,4,pre2007,20060323004206_sd.html,2006-03-23 00:42:06,2006
20060323004215,,,South Carolina,43332,0,1637,2,375,pre2007,20060323004215_sc.html,2006-03-23 00:42:15,2006
20060323004238,,,Minnesota,40153,0,2044,2,393,pre2007,20060323004238_mn.html,2006-03-23 00:42:38,2006
20060323004254,,,Louisiana,38179,0,2748,5,371,pre2007,20060323004254_la.html,2006-03-23 00:42:54,2006
20060323004306,,,Arizona,72831,0,4023,7,917,pre2007,20060323004306_az.html,2006-03-23 00:43:06,2006
20060323004340,,,Indiana,33132,0,1486,3,491,pre2007,20060323004340_in.html,2006-03-23 00:43:40,2006
20060323004424,,,U.S. Army,2081,0,608,1,27,pre2007,20060323004424_army.html,2006-03-23 00:44:24,2006
20060323004447,,,California,323487,0,8956,19,1128,pre2007,20060323004447_ca.html,2006-03-23 00:44:47,2006
20060323004503,,,Missouri,51806,0,3298,4,790,pre2007,20060323004503_mo.html,2006-03-23 00:45:03,2006
20060330041446,,,New York,155434,0,15846,9,3782,pre2007,20060330041446_ny.html,2006-03-30 04:14:46,2006
20060330041453,,,Connecticut,13853,0,1259,1,151,pre2007,20060330041453_ct.html,2006-03-30 04:14:53,2006
20060330041515,,,Utah,14361,0,232,1,37,pre2007,20060330041515_ut.html,2006-03-30 04:15:15,2006
20060330041524,,,Alabama,109858,0,1768,4,1038,pre2007,20060330041524_al.html,2006-03-30 04:15:24,2006
20060330041616,,,Oklahoma,32998,0,610,3,99,pre2007,20060330041616_ok.html,2006-03-30 04:16:16,2006
20060330041647,,,North Carolina,59523,0,1909,2,323,pre2007,20060330041647_nc.html,2006-03-30 04:16:47,2006
20060330041659,,,Kansas,16923,0,1333,5,179,pre2007,20060330041659_ks.html,2006-03-30 04:16:59,2006
20060330041721,,,Pennsylvania,54155,0,3323,4,775,pre2007,20060330041721_pa.html,2006-03-30 04:17:21,2006
20060330041729,,,Arkansas,40610,0,832,1,90,pre2007,20060330041729_ar.html,2006-03-30 04:17:29,2006
20060330041757,,,Delaware,1819,0,148,1,6,pre2007,20060330041757_de.html,2006-03-30 04:17:57,2006
20060330041825,,,Georgia,109437,0,3817,2,663,pre2007,20060330041825_ga.html,2006-03-30 04:18:25,2006
20060330041836,,,Florida,287590,0,10353,10,3903,pre2007,20060330041836_fl.html,2006-03-30 04:18:36,2006
20060330041847,,,North Dakota,1049,0,43,1,3,pre2007,20060330041847_nd.html,2006-03-30 04:18:47,2006
20060330041917,,,New Jersey,24042,0,2670,1,276,pre2007,20060330041917_nj.html,2006-03-30 04:19:17,2006
20060330041927,,,Minnesota,40169,0,2124,2,411,pre2007,20060330041927_mn.html,2006-03-30 04:19:27,2006
20060330041942,,,Wyoming,821,0,4,1,5,pre2007,20060330041942_wy.html,2006-03-30 04:19:42,2006
20060330041952,,,Missouri,58025,0,3433,4,839,pre2007,20060330041952_mo.html,2006-03-30 04:19:52,2006
20060330042001,,,Wisconsin,87274,0,2782,2,756,pre2007,20060330042001_wi.html,2006-03-30 04:20:01,2006
20060330042009,,,Kentucky,9098,0,1430,1,201,pre2007,20060330042009_ky.html,2006-03-30 04:20:09,2006
20060330042016,,,Arizona,74258,0,4075,7,941,pre2007,20060330042016_az.html,2006-03-30 04:20:16,2006
20060330042030,,,Nevada,14734,0,1158,2,231,pre2007,20060330042030_nv.html,2006-03-30 04:20:30,2006
20060330042039,,,Mississippi,3676,0,14,1,5,pre2007,20060330042039_ms.html,2006-03-30 04:20:39,2006
20060330042100,,,Texas,226901,0,10430,16,1188,pre2007,20060330042100_tx.html,2006-03-30 04:21:00,2006
20060330042115,,,California,330417,0,9119,19,1128,pre2007,20060330042115_ca.html,2006-03-30 04:21:15,2006
20060330042125,,,Tennessee,65620,0,1491,3,113,pre2007,20060330042125_tn.html,2006-03-30 04:21:25,2006
20060330042133,,,Vermont,2600,0,99,1,0,pre2007,20060330042133_vt.html,2006-03-30 04:21:33,2006
20060330042148,,,Iowa,5833,0,1193,1,94,pre2007,20060330042148_ia.html,2006-03-30 04:21:48,2006
20060330042205,,,Massachusetts,5936,0,1497,2,361,pre2007,20060330042205_ma.html,2006-03-30 04:22:05,2006
20060330042220,,,Hawaii,1992,0,45,1,2,pre2007,20060330042220_hi.html,2006-03-30 04:22:20,2006
20060330042259,,,Colorado,47246,0,1671,4,243,pre2007,20060330042259_co.html,2006-03-30 04:22:59,2006
20060330042344,,,South Carolina,46495,0,1704,2,409,pre2007,20060330042344_sc.html,2006-03-30 04:23:44,2006
20060330042356,,,Louisiana,38437,0,2767,5,375,pre2007,20060330042356_la.html,2006-03-30 04:23:56,2006
20060330042404,,,Maryland,23316,0,2564,6,428,pre2007,20060330042404_md.html,2006-03-30 04:24:04,2006
20060330042429,,,Nebraska,1420,0,257,1,14,pre2007,20060330042429_ne.html,2006-03-30 04:24:29,2006
20060330042449,,,DC/FBI Lab,22530,0,1177,4,97,pre2007,20060330042449_dc.html,2006-03-30 04:24:49,2006
20060330042529,,,Idaho,3092,0,101,1,4,pre2007,20060330042529_id.html,2006-03-30 04:25:29,2006
20060330042605,,,Alaska,10030,0,238,1,142,pre2007,20060330042605_ak.html,2006-03-30 04:26:05,2006
20060330042615,,,Indiana,33132,0,1504,3,491,pre2007,20060330042615_in.html,2006-03-30 04:26:15,2006
20060330042635,,,New Mexico,30481,0,1059,3,515,pre2007,20060330042635_nm.html,2006-03-30 04:26:35,2006
20060330042644,,,Michigan,158959,0,4579,4,1308,pre2007,20060330042644_mi.html,2006-03-30 04:26:44,2006
20060330042659,,,Rhode Island,451,0,52,1,2,pre2007,20060330042659_ri.html,2006-03-30 04:26:59,2006
20060330042705,,,Maine,6469,0,1003,1,60,pre2007,20060330042705_me.html,2006-03-30 04:27:05,2006
20060330042723,,,Ohio,83217,0,8306,10,1782,pre2007,20060330042723_oh.html,2006-03-30 04:27:23,2006
20060330042733,,,Montana,2370,0,60,1,13,pre2007,20060330042733_mt.html,2006-03-30 04:27:33,2006
20060330042743,,,Oregon,72377,0,2998,1,1010,pre2007,20060330042743_or.html,2006-03-30 04:27:43,2006
20060330042750,,,Virginia,238458,0,5627,4,3196,pre2007,20060330042750_va.html,2006-03-30 04:27:50,2006
20060330042759,,,Washington,82104,0,1023,4,313,pre2007,20060330042759_wa.html,2006-03-30 04:27:59,2006
20060330042809,,,New Hampshire,999,0,196,1,14,pre2007,20060330042809_nh.html,2006-03-30 04:28:09,2006
20060330042820,,,South Dakota,5279,0,82,1,4,pre2007,20060330042820_sd.html,2006-03-30 04:28:20,2006
20060330042832,,,West Virginia,163,0,161,1,8,pre2007,20060330042832_wv.html,2006-03-30 04:28:32,2006
20060330042845,,,Illinois,182570,0,10083,9,3659,pre2007,20060330042845_il.html,2006-03-30 04:28:45,2006
20060330042855,,,U.S. Army,2081,0,608,1,27,pre2007,20060330042855_army.html,2006-03-30 04:28:55,2006
20060406130854,,,Wisconsin,87274,0,2782,2,756,pre2007,20060406130854_wi.html,2006-04-06 13:08:54,2006
20060406130901,,,Massachusetts,5936,0,1497,2,361,pre2007,20060406130901_ma.html,2006-04-06 13:09:01,2006
20060406130921,,,Pennsylvania,54155,0,3323,4,775,pre2007,20060406130921_pa.html,2006-04-06 13:09:21,2006
20060406130955,,,Mississippi,3676,0,14,1,5,pre2007,20060406130955_ms.html,2006-04-06 13:09:55,2006
20060406131002,,,Wyoming,821,0,4,1,5,pre2007,20060406131002_wy.html,2006-04-06 13:10:02,2006
20060406131134,,,New Hampshire,999,0,196,1,14,pre2007,20060406131134_nh.html,2006-04-06 13:11:34,2006
20060406131146,,,Alabama,109858,0,1768,4,1038,pre2007,20060406131146_al.html,2006-04-06 13:11:46,2006
20060406131158,,,Louisiana,38437,0,2767,5,375,pre2007,20060406131158_la.html,2006-04-06 13:11:58,2006
20060406131212,,,South Carolina,46495,0,1704,2,409,pre2007,20060406131212_sc.html,2006-04-06 13:12:12,2006
20060406131226,,,Virginia,238458,0,5627,4,3196,pre2007,20060406131226_va.html,2006-04-06 13:12:26,2006
20060406131235,,,Nevada,14734,0,1158,2,231,pre2007,20060406131235_nv.html,2006-04-06 13:12:35,2006
20060406131244,,,Kansas,16923,0,1333,5,179,pre2007,20060406131244_ks.html,2006-04-06 13:12:44,2006
20060406131254,,,Oklahoma,32998,0,610,3,99,pre2007,20060406131254_ok.html,2006-04-06 13:12:54,2006
20060406131310,,,South Dakota,5279,0,82,1,4,pre2007,20060406131310_sd.html,2006-04-06 13:13:10,2006
20060406131354,,,Washington,82104,0,1023,4,313,pre2007,20060406131354_wa.html,2006-04-06 13:13:54,2006
20060406131419,,,Michigan,158959,0,4579,4,1308,pre2007,20060406131419_mi.html,2006-04-06 13:14:19,2006
20060406131450,,,North Dakota,1049,0,43,1,3,pre2007,20060406131450_nd.html,2006-04-06 13:14:50,2006
20060406131534,,,Utah,14361,0,232,1,37,pre2007,20060406131534_ut.html,2006-04-06 13:15:34,2006
20060406131547,,,Rhode Island,451,0,52,1,2,pre2007,20060406131547_ri.html,2006-04-06 13:15:47,2006
20060406131605,,,Iowa,5833,0,1193,1,94,pre2007,20060406131605_ia.html,2006-04-06 13:16:05,2006
20060406131619,,,Maine,6469,0,1003,1,60,pre2007,20060406131619_me.html,2006-04-06 13:16:19,2006
20060406131630,,,Missouri,58025,0,3433,4,839,pre2007,20060406131630_mo.html,2006-04-06 13:16:30,2006
20060406131647,,,Idaho,3092,0,101,1,4,pre2007,20060406131647_id.html,2006-04-06 13:16:47,2006
20060406131712,,,Montana,2370,0,60,1,13,pre2007,20060406131712_mt.html,2006-04-06 13:17:12,2006
20060406131734,,,New Mexico,30481,0,1059,3,515,pre2007,20060406131734_nm.html,2006-04-06 13:17:34,2006
20060406131747,,,Connecticut,13853,0,1259,1,151,pre2007,20060406131747_ct.html,2006-04-06 13:17:47,2006
20060406131803,,,Oregon,72377,0,2998,1,1010,pre2007,20060406131803_or.html,2006-04-06 13:18:03,2006
20060406131814,,,West Virginia,163,0,161,1,8,pre2007,20060406131814_wv.html,2006-04-06 13:18:14,2006
20060406131837,,,Indiana,33132,0,1504,3,491,pre2007,20060406131837_in.html,2006-04-06 13:18:37,2006
20060406131907,,,U.S. Army,2081,0,608,1,27,pre2007,20060406131907_army.html,2006-04-06 13:19:07,2006
20060406131931,,,New York,155434,0,15846,9,3782,pre2007,20060406131931_ny.html,2006-04-06 13:19:31,2006
20060406131944,,,Kentucky,9098,0,1430,1,201,pre2007,20060406131944_ky.html,2006-04-06 13:19:44,2006
20060406131953,,,Arizona,74258,0,4075,7,941,pre2007,20060406131953_az.html,2006-04-06 13:19:53,2006
20060406132003,,,Tennessee,65620,0,1491,3,113,pre2007,20060406132003_tn.html,2006-04-06 13:20:03,2006
20060406132018,,,Nebraska,1420,0,257,1,14,pre2007,20060406132018_ne.html,2006-04-06 13:20:18,2006
20060406132034,,,Texas,226901,0,10430,16,1188,pre2007,20060406132034_tx.html,2006-04-06 13:20:34,2006
20060406132048,,,California,330417,0,9119,19,1128,pre2007,20060406132048_ca.html,2006-04-06 13:20:48,2006
20060406132117,,,North Carolina,59523,0,1909,2,323,pre2007,20060406132117_nc.html,2006-04-06 13:21:17,2006
20060406132136,,,Maryland,23316,0,2564,6,428,pre2007,20060406132136_md.html,2006-04-06 13:21:36,2006
20060406132157,,,Florida,287590,0,10353,10,3903,pre2007,20060406132157_fl.html,2006-04-06 13:21:57,2006
20060406132214,,,Delaware,1819,0,148,1,6,pre2007,20060406132214_de.html,2006-04-06 13:22:14,2006
20060406132223,,,Georgia,109437,0,3817,2,663,pre2007,20060406132223_ga.html,2006-04-06 13:22:23,2006
20060406132239,,,Minnesota,40169,0,2124,2,411,pre2007,20060406132239_mn.html,2006-04-06 13:22:39,2006
20060406132303,,,Arkansas,40610,0,832,1,90,pre2007,20060406132303_ar.html,2006-04-06 13:23:03,2006
20060406132320,,,New Jersey,24042,0,2670,1,276,pre2007,20060406132320_nj.html,2006-04-06 13:23:20,2006
20060406132338,,,DC/FBI Lab,22530,0,1177,4,97,pre2007,20060406132338_dc.html,2006-04-06 13:23:38,2006
20060406132354,,,Colorado,47246,0,1671,4,243,pre2007,20060406132354_co.html,2006-04-06 13:23:54,2006
20060406132454,,,Illinois,182570,0,10083,9,3659,pre2007,20060406132454_il.html,2006-04-06 13:24:54,2006
20060406132549,,,Ohio,83217,0,8306,10,1782,pre2007,20060406132549_oh.html,2006-04-06 13:25:49,2006
20060406132610,,,Hawaii,1992,0,45,1,2,pre2007,20060406132610_hi.html,2006-04-06 13:26:10,2006
20060406132624,,,Alaska,10030,0,238,1,142,pre2007,20060406132624_ak.html,2006-04-06 13:26:24,2006
20060406132641,,,Vermont,2600,0,99,1,0,pre2007,20060406132641_vt.html,2006-04-06 13:26:41,2006
20060413005843,,,Massachusetts,5936,0,1497,2,361,pre2007,20060413005843_ma.html,2006-04-13 00:58:43,2006
20060413005851,,,Alabama,109858,0,1768,4,1038,pre2007,20060413005851_al.html,2006-04-13 00:58:51,2006
20060413005902,,,New York,155434,0,15846,9,3782,pre2007,20060413005902_ny.html,2006-04-13 00:59:02,2006
20060413005912,,,Utah,14361,0,232,1,37,pre2007,20060413005912_ut.html,2006-04-13 00:59:12,2006
20060413005926,,,Nebraska,1420,0,257,1,14,pre2007,20060413005926_ne.html,2006-04-13 00:59:26,2006
20060413005938,,,New Mexico,30481,0,1059,3,515,pre2007,20060413005938_nm.html,2006-04-13 00:59:38,2006
20060413005951,,,West Virginia,163,0,161,1,8,pre2007,20060413005951_wv.html,2006-04-13 00:59:51,2006
20060413010015,,,Ohio,83217,0,8306,10,1782,pre2007,20060413010015_oh.html,2006-04-13 01:00:15,2006
20060413010032,,,Mississippi,3676,0,14,1,5,pre2007,20060413010032_ms.html,2006-04-13 01:00:32,2006
20060413010043,,,Wisconsin,87274,0,2782,2,756,pre2007,20060413010043_wi.html,2006-04-13 01:00:43,2006
20060413010055,,,Arkansas,40610,0,832,1,90,pre2007,20060413010055_ar.html,2006-04-13 01:00:55,2006
20060413010108,,,Texas,226901,0,10430,16,1188,pre2007,20060413010108_tx.html,2006-04-13 01:01:08,2006
20060413010130,,,Colorado,47246,0,1671,4,243,pre2007,20060413010130_co.html,2006-04-13 01:01:30,2006
20060413010156,,,Missouri,58025,0,3433,4,839,pre2007,20060413010156_mo.html,2006-04-13 01:01:56,2006
20060413010210,,,Oklahoma,32998,0,610,3,99,pre2007,20060413010210_ok.html,2006-04-13 01:02:10,2006
20060413010230,,,North Carolina,59523,0,1909,2,323,pre2007,20060413010230_nc.html,2006-04-13 01:02:30,2006
20060413010241,,,DC/FBI Lab,22530,0,1177,4,97,pre2007,20060413010241_dc.html,2006-04-13 01:02:41,2006
20060413010318,,,Washington,82104,0,1023,4,313,pre2007,20060413010318_wa.html,2006-04-13 01:03:18,2006
20060413010332,,,Maryland,23316,0,2564,6,428,pre2007,20060413010332_md.html,2006-04-13 01:03:32,2006
20060413010340,,,Alaska,10030,0,238,1,142,pre2007,20060413010340_ak.html,2006-04-13 01:03:40,2006
20060413010403,,,Indiana,33132,0,1504,3,491,pre2007,20060413010403_in.html,2006-04-13 01:04:03,2006
20060413010417,,,Arizona,74258,0,4075,7,941,pre2007,20060413010417_az.html,2006-04-13 01:04:17,2006
20060413010426,,,Tennessee,65620,0,1491,3,113,pre2007,20060413010426_tn.html,2006-04-13 01:04:26,2006
20060413010435,,,Iowa,5833,0,1193,1,94,pre2007,20060413010435_ia.html,2006-04-13 01:04:35,2006
20060413010444,,,Hawaii,1992,0,45,1,2,pre2007,20060413010444_hi.html,2006-04-13 01:04:44,2006
20060413010453,,,Louisiana,38437,0,2767,5,375,pre2007,20060413010453_la.html,2006-04-13 01:04:53,2006
20060413010500,,,Georgia,109437,0,3817,2,663,pre2007,20060413010500_ga.html,2006-04-13 01:05:00,2006
20060413010510,,,South Dakota,5279,0,82,1,4,pre2007,20060413010510_sd.html,2006-04-13 01:05:10,2006
20060413010516,,,Pennsylvania,54155,0,3323,4,775,pre2007,20060413010516_pa.html,2006-04-13 01:05:16,2006
20060413010526,,,Vermont,2600,0,99,1,0,pre2007,20060413010526_vt.html,2006-04-13 01:05:26,2006
20060413010542,,,Montana,2370,0,60,1,13,pre2007,20060413010542_mt.html,2006-04-13 01:05:42,2006
20060413010604,,,Minnesota,40169,0,2124,2,411,pre2007,20060413010604_mn.html,2006-04-13 01:06:04,2006
20060413010613,,,Maine,6469,0,1003,1,60,pre2007,20060413010613_me.html,2006-04-13 01:06:13,2006
20060413010622,,,South Carolina,46495,0,1704,2,409,pre2007,20060413010622_sc.html,2006-04-13 01:06:22,2006
20060413010631,,,Florida,287590,0,10353,10,3903,pre2007,20060413010631_fl.html,2006-04-13 01:06:31,2006
20060413010649,,,Illinois,182570,0,10083,9,3659,pre2007,20060413010649_il.html,2006-04-13 01:06:49,2006
20060413010709,,,Oregon,72377,0,2998,1,1010,pre2007,20060413010709_or.html,2006-04-13 01:07:09,2006
20060413010731,,,Wyoming,821,0,4,1,5,pre2007,20060413010731_wy.html,2006-04-13 01:07:31,2006
20060413010753,,,Rhode Island,451,0,52,1,2,pre2007,20060413010753_ri.html,2006-04-13 01:07:53,2006
20060413010809,,,North Dakota,1049,0,43,1,3,pre2007,20060413010809_nd.html,2006-04-13 01:08:09,2006
20060413010820,,,Michigan,158959,0,4579,4,1308,pre2007,20060413010820_mi.html,2006-04-13 01:08:20,2006
20060413010846,,,Nevada,14734,0,1158,2,231,pre2007,20060413010846_nv.html,2006-04-13 01:08:46,2006
20060413010855,,,New Hampshire,999,0,196,1,14,pre2007,20060413010855_nh.html,2006-04-13 01:08:55,2006
20060413010915,,,Kansas,16923,0,1333,5,179,pre2007,20060413010915_ks.html,2006-04-13 01:09:15,2006
20060413011009,,,Idaho,3092,0,101,1,4,pre2007,20060413011009_id.html,2006-04-13 01:10:09,2006
20060413011022,,,Delaware,1819,0,148,1,6,pre2007,20060413011022_de.html,2006-04-13 01:10:22,2006
20060413011031,,,Virginia,238458,0,5627,4,3196,pre2007,20060413011031_va.html,2006-04-13 01:10:31,2006
20060413011040,,,Connecticut,13853,0,1259,1,151,pre2007,20060413011040_ct.html,2006-04-13 01:10:40,2006
20060413011048,,,California,330417,0,9119,19,1128,pre2007,20060413011048_ca.html,2006-04-13 01:10:48,2006
20060413011107,,,New Jersey,24042,0,2670,1,276,pre2007,20060413011107_nj.html,2006-04-13 01:11:07,2006
20060413011119,,,U.S. Army,2081,0,608,1,27,pre2007,20060413011119_army.html,2006-04-13 01:11:19,2006
20060413011155,,,Kentucky,9098,0,1430,1,201,pre2007,20060413011155_ky.html,2006-04-13 01:11:55,2006
20060419231921,,,Idaho,3092,0,101,1,4,pre2007,20060419231921_id.html,2006-04-19 23:19:21,2006
20060419231928,,,Iowa,5833,0,1193,1,94,pre2007,20060419231928_ia.html,2006-04-19 23:19:28,2006
20060419231948,,,New York,155434,0,15846,9,3782,pre2007,20060419231948_ny.html,2006-04-19 23:19:48,2006
20060419232003,,,Nebraska,1420,0,257,1,14,pre2007,20060419232003_ne.html,2006-04-19 23:20:03,2006
20060419232012,,,Maryland,23316,0,2564,6,428,pre2007,20060419232012_md.html,2006-04-19 23:20:12,2006
20060419232034,,,North Carolina,59523,0,1909,2,323,pre2007,20060419232034_nc.html,2006-04-19 23:20:34,2006
20060419232046,,,Minnesota,40169,0,2124,2,411,pre2007,20060419232046_mn.html,2006-04-19 23:20:46,2006
20060419232120,,,Rhode Island,451,0,52,1,2,pre2007,20060419232120_ri.html,2006-04-19 23:21:20,2006
20060419232136,,,Ohio,83217,0,8306,10,1782,pre2007,20060419232136_oh.html,2006-04-19 23:21:36,2006
20060419232146,,,Arizona,74258,0,4075,7,941,pre2007,20060419232146_az.html,2006-04-19 23:21:46,2006
20060419232203,,,New Hampshire,999,0,196,1,14,pre2007,20060419232203_nh.html,2006-04-19 23:22:03,2006
20060419232210,,,North Dakota,1049,0,43,1,3,pre2007,20060419232210_nd.html,2006-04-19 23:22:10,2006
20060419232224,,,Vermont,2600,0,99,1,0,pre2007,20060419232224_vt.html,2006-04-19 23:22:24,2006
20060419232232,,,Illinois,182570,0,10083,9,3659,pre2007,20060419232232_il.html,2006-04-19 23:22:32,2006
20060419232241,,,Missouri,58025,0,3433,4,839,pre2007,20060419232241_mo.html,2006-04-19 23:22:41,2006
20060419232252,,,Wisconsin,87274,0,2782,2,756,pre2007,20060419232252_wi.html,2006-04-19 23:22:52,2006
20060419232303,,,Alabama,109858,0,1768,4,1038,pre2007,20060419232303_al.html,2006-04-19 23:23:03,2006
20060419232314,,,Washington,82104,0,1023,4,313,pre2007,20060419232314_wa.html,2006-04-19 23:23:14,2006
20060419232323,,,New Mexico,30481,0,1059,3,515,pre2007,20060419232323_nm.html,2006-04-19 23:23:23,2006
20060419232341,,,Virginia,238458,0,5627,4,3196,pre2007,20060419232341_va.html,2006-04-19 23:23:41,2006
20060419232400,,,Oregon,72377,0,2998,1,1010,pre2007,20060419232400_or.html,2006-04-19 23:24:00,2006
20060419232414,,,Montana,2370,0,60,1,13,pre2007,20060419232414_mt.html,2006-04-19 23:24:14,2006
20060419232439,,,California,330417,0,9119,19,1128,pre2007,20060419232439_ca.html,2006-04-19 23:24:39,2006
20060419232508,,,DC/FBI Lab,22530,0,1177,4,97,pre2007,20060419232508_dc.html,2006-04-19 23:25:08,2006
20060419232526,,,Kansas,16923,0,1333,5,179,pre2007,20060419232526_ks.html,2006-04-19 23:25:26,2006
20060419232541,,,West Virginia,163,0,161,1,8,pre2007,20060419232541_wv.html,2006-04-19 23:25:41,2006
20060419232554,,,Pennsylvania,54155,0,3323,4,775,pre2007,20060419232554_pa.html,2006-04-19 23:25:54,2006
20060419232602,,,Colorado,47246,0,1671,4,243,pre2007,20060419232602_co.html,2006-04-19 23:26:02,2006
20060419232619,,,South Carolina,46495,0,1704,2,409,pre2007,20060419232619_sc.html,2006-04-19 23:26:19,2006
20060419232634,,,Mississippi,3676,0,14,1,5,pre2007,20060419232634_ms.html,2006-04-19 23:26:34,2006
20060419232649,,,Maine,6469,0,1003,1,60,pre2007,20060419232649_me.html,2006-04-19 23:26:49,2006
20060419232701,,,Utah,14361,0,232,1,37,pre2007,20060419232701_ut.html,2006-04-19 23:27:01,2006
20060419232714,,,Texas,226901,0,10430,16,1188,pre2007,20060419232714_tx.html,2006-04-19 23:27:14,2006
20060419232730,,,Connecticut,13853,0,1259,1,151,pre2007,20060419232730_ct.html,2006-04-19 23:27:30,2006
20060419232740,,,South Dakota,5279,0,82,1,4,pre2007,20060419232740_sd.html,2006-04-19 23:27:40,2006
20060419232756,,,Louisiana,38437,0,2767,5,375,pre2007,20060419232756_la.html,2006-04-19 23:27:56,2006
20060419232808,,,Georgia,109437,0,3817,2,663,pre2007,20060419232808_ga.html,2006-04-19 23:28:08,2006
20060419232816,,,Michigan,158959,0,4579,4,1308,pre2007,20060419232816_mi.html,2006-04-19 23:28:16,2006
20060419232835,,,Oklahoma,32998,0,610,3,99,pre2007,20060419232835_ok.html,2006-04-19 23:28:35,2006
20060419232915,,,Alaska,10030,0,238,1,142,pre2007,20060419232915_ak.html,2006-04-19 23:29:15,2006
20060419232929,,,Florida,287590,0,10353,10,3903,pre2007,20060419232929_fl.html,2006-04-19 23:29:29,2006
20060419232935,,,Nevada,14734,0,1158,2,231,pre2007,20060419232935_nv.html,2006-04-19 23:29:35,2006
20060419232951,,,Arkansas,40610,0,832,1,90,pre2007,20060419232951_ar.html,2006-04-19 23:29:51,2006
20060419233010,,,New Jersey,24042,0,2670,1,276,pre2007,20060419233010_nj.html,2006-04-19 23:30:10,2006
20060419233025,,,Tennessee,65620,0,1491,3,113,pre2007,20060419233025_tn.html,2006-04-19 23:30:25,2006
20060419233041,,,Kentucky,9098,0,1430,1,201,pre2007,20060419233041_ky.html,2006-04-19 23:30:41,2006
20060419233048,,,Indiana,33132,0,1504,3,491,pre2007,20060419233048_in.html,2006-04-19 23:30:48,2006
20060419233058,,,Delaware,1819,0,148,1,6,pre2007,20060419233058_de.html,2006-04-19 23:30:58,2006
20060419233110,,,Hawaii,1992,0,45,1,2,pre2007,20060419233110_hi.html,2006-04-19 23:31:10,2006
20060419233117,,,Massachusetts,5936,0,1497,2,361,pre2007,20060419233117_ma.html,2006-04-19 23:31:17,2006
20060419233130,,,Wyoming,821,0,4,1,5,pre2007,20060419233130_wy.html,2006-04-19 23:31:30,2006
20060419233146,,,U.S. Army,2081,0,608,1,27,pre2007,20060419233146_army.html,2006-04-19 23:31:46,2006
20060426232538,,,Maine,6469,0,1003,1,60,pre2007,20060426232538_me.html,2006-04-26 23:25:38,2006
20060426232559,,,Texas,226901,0,10430,16,1188,pre2007,20060426232559_tx.html,2006-04-26 23:25:59,2006
