jurisdiction,metric,delta,flag_type,correction_status
Montana,total_profiles,4575,Spike Detection,Unreviewed
Montana,offender_profiles,4512,Spike Detection,Unreviewed
Montana,offender_profiles,-4512,Monotonicity Violation,Unreviewed
Montana,forensic_profiles,-63,Monotonicity Violation,Unreviewed
Montana,total_profiles,-4575,Monotonicity Violation,Unreviewed
Montana,total_profiles,5249,Spike Detection,Unreviewed
Montana,offender_profiles,5180,Spike Detection,Unreviewed
Montana,offender_profiles,-5180,Monotonicity Violation,Unreviewed
Montana,forensic_profiles,-69,Monotonicity Violation,Unreviewed
Montana,total_profiles,-5249,Monotonicity Violation,Unreviewed
Montana,offender_profiles,-9212,Monotonicity Violation,Unreviewed
Montana,forensic_profiles,-81,Monotonicity Violation,Unreviewed
Montana,total_profiles,-9293,Monotonicity Violation,Unreviewed
Montana,offender_profiles,-10099,Monotonicity Violation,Unreviewed
Montana,forensic_profiles,-119,Monotonicity Violation,Unreviewed
Montana,total_profiles,-10218,Monotonicity Violation,Unreviewed
Montana,forensic_profiles,-367,Monotonicity Violation,Unreviewed
Montana,arrestee,-368,Monotonicity Violation,Unreviewed
Montana,forensic_profiles,-438,Monotonicity Violation,Unreviewed
Montana,unknown,NA,Laboratory Jump,Unreviewed
Montana,arrestee,-467,Monotonicity Violation,Unreviewed
Montana,offender_profiles,-27915,Monotonicity Violation,Unreviewed
Montana,forensic_profiles,-910,Monotonicity Violation,Unreviewed
Montana,total_profiles,-28613,Monotonicity Violation,Unreviewed
Montana,arrestee,-212,Monotonicity Violation,Unreviewed
Montana,offender_profiles,-4,Monotonicity Violation,Unreviewed
Montana,offender_profiles,-37645,Monotonicity Violation,Unreviewed
Montana,forensic_profiles,-1910,Monotonicity Violation,Unreviewed
Montana,total_profiles,-39343,Monotonicity Violation,Unreviewed
Montana,arrestee,-212,Monotonicity Violation,Unreviewed
Nebraska,arrestee,-14,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-23,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-6,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-1071,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-1058,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-3,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-3,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-21,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-5,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-26,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-88,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-68,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-89,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-49,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-93,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-5,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-98,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-32,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-11,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-43,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-132,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-15,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-147,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-132,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-25,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-157,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-209,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-26,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-235,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-252,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-30,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-282,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-295,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-37,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-332,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-357,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-41,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-398,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-395,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-46,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-441,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-397,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-59,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-456,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-420,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-63,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-483,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-469,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-78,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-547,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-592,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-100,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-692,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-1137,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-145,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-1282,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-1,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-661,Monotonicity Violation,Unreviewed
Nebraska,arrestee,-662,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-787,Monotonicity Violation,Unreviewed
Nebraska,unknown,NA,Laboratory Jump,Unreviewed
Nebraska,arrestee,-851,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-32389,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-1729,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-33680,Monotonicity Violation,Unreviewed
Nebraska,arrestee,-438,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-225767,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-225746,Monotonicity Violation,Unreviewed
Nebraska,offender_profiles,-47329,Monotonicity Violation,Unreviewed
Nebraska,forensic_profiles,-3143,Monotonicity Violation,Unreviewed
Nebraska,total_profiles,-50034,Monotonicity Violation,Unreviewed
Nebraska,arrestee,-438,Monotonicity Violation,Unreviewed
Nevada,arrestee,-117,Monotonicity Violation,Unreviewed
Nevada,offender_profiles,-253,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-3,Monotonicity Violation,Unreviewed
Nevada,total_profiles,-256,Monotonicity Violation,Unreviewed
Nevada,offender_profiles,-237,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-21,Monotonicity Violation,Unreviewed
Nevada,total_profiles,-258,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-89,Monotonicity Violation,Unreviewed
Nevada,total_profiles,5397,Spike Detection,Unreviewed
Nevada,offender_profiles,5182,Spike Detection,Unreviewed
Nevada,offender_profiles,-3118,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-93,Monotonicity Violation,Unreviewed
Nevada,total_profiles,-3211,Monotonicity Violation,Unreviewed
Nevada,offender_profiles,-74,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-98,Monotonicity Violation,Unreviewed
Nevada,total_profiles,-172,Monotonicity Violation,Unreviewed
Nevada,offender_profiles,671,Spike Detection,Unreviewed
Nevada,offender_profiles,-2724,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-321,Monotonicity Violation,Unreviewed
Nevada,total_profiles,-3045,Monotonicity Violation,Unreviewed
Nevada,offender_profiles,-9427,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-808,Monotonicity Violation,Unreviewed
Nevada,total_profiles,-10235,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-3849,Monotonicity Violation,Unreviewed
Nevada,arrestee,-3851,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-127,Monotonicity Violation,Unreviewed
Nevada,forensic_profiles,-3988,Monotonicity Violation,Unreviewed
Nevada,unknown,NA,Laboratory Jump,Unreviewed
Nevada,arrestee,-4076,Monotonicity Violation,Unreviewed
Nevada,offender_profiles,-1,Monotonicity Violation,Unreviewed
New Hampshire,offender_profiles,-15,Monotonicity Violation,Unreviewed
New Hampshire,forensic_profiles,-5,Monotonicity Violation,Unreviewed
New Hampshire,total_profiles,-20,Monotonicity Violation,Unreviewed
New Hampshire,offender_profiles,-34,Monotonicity Violation,Unreviewed
New Hampshire,forensic_profiles,-39,Monotonicity Violation,Unreviewed
New Hampshire,total_profiles,-73,Monotonicity Violation,Unreviewed
New Hampshire,offender_profiles,-175,Monotonicity Violation,Unreviewed
New Hampshire,forensic_profiles,-26,Monotonicity Violation,Unreviewed
New Hampshire,total_profiles,-201,Monotonicity Violation,Unreviewed
New Hampshire,offender_profiles,-508,Monotonicity Violation,Unreviewed
New Hampshire,forensic_profiles,-37,Monotonicity Violation,Unreviewed
New Hampshire,total_profiles,-545,Monotonicity Violation,Unreviewed
New Hampshire,offender_profiles,-1078,Monotonicity Violation,Unreviewed
New Hampshire,forensic_profiles,-116,Monotonicity Violation,Unreviewed
New Hampshire,total_profiles,-1194,Monotonicity Violation,Unreviewed
New Hampshire,forensic_profiles,-725,Monotonicity Violation,Unreviewed
New Hampshire,arrestee,-726,Monotonicity Violation,Unreviewed
New Hampshire,forensic_profiles,-916,Monotonicity Violation,Unreviewed
New Hampshire,unknown,NA,Laboratory Jump,Unreviewed
New Hampshire,arrestee,-980,Monotonicity Violation,Unreviewed
New Hampshire,offender_profiles,-1,Monotonicity Violation,Unreviewed
New Jersey,arrestee,-368,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-1,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-50,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-51,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,1380,Spike Detection,Unreviewed
New Jersey,offender_profiles,1323,Spike Detection,Unreviewed
New Jersey,offender_profiles,-1323,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-57,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-1380,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-2839,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-251,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-3090,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-5408,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-388,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-5796,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,7072,Spike Detection,Unreviewed
New Jersey,offender_profiles,6588,Spike Detection,Unreviewed
New Jersey,offender_profiles,-6588,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-484,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-7072,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,8962,Spike Detection,Unreviewed
New Jersey,offender_profiles,8396,Spike Detection,Unreviewed
New Jersey,forensic_profiles,566,Spike Detection,Unreviewed
New Jersey,offender_profiles,-8396,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-566,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-8962,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-10464,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-659,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-11123,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,14361,Spike Detection,Unreviewed
New Jersey,offender_profiles,13510,Spike Detection,Unreviewed
New Jersey,forensic_profiles,851,Spike Detection,Unreviewed
New Jersey,offender_profiles,-13510,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-851,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-14361,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-14686,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-994,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-15680,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,16986,Spike Detection,Unreviewed
New Jersey,offender_profiles,15862,Spike Detection,Unreviewed
New Jersey,forensic_profiles,1124,Spike Detection,Unreviewed
New Jersey,offender_profiles,-15862,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-1124,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-16986,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-17089,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-1268,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-18357,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,20943,Spike Detection,Unreviewed
New Jersey,offender_profiles,19524,Spike Detection,Unreviewed
New Jersey,forensic_profiles,1419,Spike Detection,Unreviewed
New Jersey,offender_profiles,-19524,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-1419,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-20943,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,22309,Spike Detection,Unreviewed
New Jersey,offender_profiles,20748,Spike Detection,Unreviewed
New Jersey,forensic_profiles,1561,Spike Detection,Unreviewed
New Jersey,offender_profiles,-20748,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-1561,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-22309,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-25080,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-1886,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-26966,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,1121,Spike Detection,Unreviewed
New Jersey,offender_profiles,1049,Spike Detection,Unreviewed
New Jersey,offender_profiles,-39198,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-2824,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-42022,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,45212,Spike Detection,Unreviewed
New Jersey,offender_profiles,42145,Spike Detection,Unreviewed
New Jersey,forensic_profiles,3067,Spike Detection,Unreviewed
New Jersey,offender_profiles,-42145,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-3067,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-45212,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,2093,Spike Detection,Unreviewed
New Jersey,offender_profiles,1900,Spike Detection,Unreviewed
New Jersey,offender_profiles,-45998,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-3405,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-49403,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,50782,Spike Detection,Unreviewed
New Jersey,offender_profiles,47188,Spike Detection,Unreviewed
New Jersey,forensic_profiles,3594,Spike Detection,Unreviewed
New Jersey,offender_profiles,-47188,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-3594,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-50782,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,3747,Spike Detection,Unreviewed
New Jersey,forensic_profiles,-9414,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-48916,Monotonicity Violation,Unreviewed
New Jersey,arrestee,-9416,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-52665,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-11513,Monotonicity Violation,Unreviewed
New Jersey,arrestee,660,Spike Detection,Unreviewed
New Jersey,unknown,NA,Laboratory Jump,Unreviewed
New Jersey,arrestee,-12293,Monotonicity Violation,Unreviewed
New Jersey,arrestee,-1,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-128009,Monotonicity Violation,Unreviewed
New Jersey,arrestee,-2589,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-19768,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-150366,Monotonicity Violation,Unreviewed
New Jersey,arrestee,-6,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-14,Monotonicity Violation,Unreviewed
New Jersey,offender_profiles,-166103,Monotonicity Violation,Unreviewed
New Jersey,arrestee,-12874,Monotonicity Violation,Unreviewed
New Jersey,forensic_profiles,-26746,Monotonicity Violation,Unreviewed
New Jersey,total_profiles,-205723,Monotonicity Violation,Unreviewed
New Jersey,arrestee,-140,Monotonicity Violation,Unreviewed
New Mexico,arrestee,-64,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-17,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-17,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,-6,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-5,Monotonicity Violation,Unreviewed
New Mexico,total_profiles,-11,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-12,Monotonicity Violation,Unreviewed
New Mexico,offender_profiles,-742,Monotonicity Violation,Unreviewed
New Mexico,forensic_profiles,-103,Monotonicity Violation,Unreviewed
